0	6.27E-19
1	1.28E-16
2	2.52E-15
3	2.02E-14
4	1.00E-13
5	3.68E-13
6	1.10E-12
7	2.84E-12
8	6.52E-12
9	1.37E-11
10	2.68E-11
11	4.92E-11
12	8.62E-11
13	1.45E-10
14	2.34E-10
15	3.66E-10
16	5.57E-10
17	8.26E-10
18	1.20E-09
19	1.71E-09
20	2.38E-09
21	3.27E-09
22	4.43E-09
23	5.92E-09
24	7.80E-09
25	1.02E-08
26	1.31E-08
27	1.67E-08
28	2.11E-08
29	2.64E-08
30	3.28E-08
31	4.04E-08
32	4.95E-08
33	6.01E-08
34	7.25E-08
35	8.70E-08
36	1.04E-07
37	1.23E-07
38	1.45E-07
39	1.70E-07
40	1.99E-07
41	2.31E-07
42	2.67E-07
43	3.08E-07
44	3.54E-07
45	4.04E-07
46	4.61E-07
47	5.23E-07
48	5.91E-07
49	6.66E-07
50	7.48E-07
51	8.38E-07
52	9.35E-07
53	1.04E-06
54	1.16E-06
55	1.28E-06
56	1.41E-06
57	1.56E-06
58	1.71E-06
59	1.87E-06
60	2.05E-06
61	2.23E-06
62	2.43E-06
63	2.64E-06
64	2.86E-06
65	3.09E-06
66	3.33E-06
67	3.59E-06
68	3.86E-06
69	4.14E-06
70	4.44E-06
71	4.74E-06
72	5.06E-06
73	5.39E-06
74	5.74E-06
75	6.10E-06
76	6.47E-06
77	6.85E-06
78	7.24E-06
79	7.65E-06
80	8.06E-06
81	8.49E-06
82	8.93E-06
83	9.38E-06
84	9.84E-06
85	1.03E-05
86	1.08E-05
87	1.13E-05
88	1.18E-05
89	1.23E-05
90	1.28E-05
91	1.33E-05
92	1.39E-05
93	1.44E-05
94	1.50E-05
95	1.55E-05
96	1.61E-05
97	1.67E-05
98	1.72E-05
99	1.78E-05
100	1.84E-05
101	1.90E-05
102	1.96E-05
103	2.03E-05
104	2.09E-05
105	2.15E-05
106	2.21E-05
107	2.28E-05
108	2.34E-05
109	2.41E-05
110	2.48E-05
111	2.55E-05
112	2.61E-05
113	2.68E-05
114	2.75E-05
115	2.83E-05
116	2.90E-05
117	2.97E-05
118	3.05E-05
119	3.12E-05
120	3.20E-05
121	3.27E-05
122	3.35E-05
123	3.43E-05
124	3.52E-05
125	3.60E-05
126	3.68E-05
127	3.77E-05
128	3.85E-05
129	3.94E-05
130	4.03E-05
131	4.12E-05
132	4.21E-05
133	4.30E-05
134	4.40E-05
135	4.49E-05
136	4.59E-05
137	4.69E-05
138	4.79E-05
139	4.89E-05
140	4.99E-05
141	5.09E-05
142	5.20E-05
143	5.30E-05
144	5.41E-05
145	5.51E-05
146	5.62E-05
147	5.73E-05
148	5.84E-05
149	5.95E-05
150	6.06E-05
151	6.18E-05
152	6.29E-05
153	6.40E-05
154	6.52E-05
155	6.63E-05
156	6.75E-05
157	6.87E-05
158	6.98E-05
159	7.10E-05
160	7.22E-05
161	7.34E-05
162	7.46E-05
163	7.58E-05
164	7.70E-05
165	7.82E-05
166	7.94E-05
167	8.07E-05
168	8.19E-05
169	8.31E-05
170	8.44E-05
171	8.56E-05
172	8.69E-05
173	8.82E-05
174	8.94E-05
175	9.07E-05
176	9.20E-05
177	9.33E-05
178	9.46E-05
179	9.60E-05
180	9.73E-05
181	9.86E-05
182	1.00E-04
183	0.000101353
184	0.000102733
185	0.000104126
186	0.000105531
187	0.00010695
188	0.000108382
189	0.000109828
190	0.000111288
191	0.000112762
192	0.000114249
193	0.000115751
194	0.000117266
195	0.000118796
196	0.000120339
197	0.000121896
198	0.000123466
199	0.000125049
200	0.000126646
201	0.000128255
202	0.000129876
203	0.000131508
204	0.000133153
205	0.000134808
206	0.000136473
207	0.000138148
208	0.000139833
209	0.000141527
210	0.000143229
211	0.000144939
212	0.000146656
213	0.000148381
214	0.000150112
215	0.000151849
216	0.000153592
217	0.00015534
218	0.000157094
219	0.000158852
220	0.000160615
221	0.000162382
222	0.000164154
223	0.00016593
224	0.00016771
225	0.000169494
226	0.000171283
227	0.000173076
228	0.000174875
229	0.000176678
230	0.000178486
231	0.000180301
232	0.000182121
233	0.000183948
234	0.000185781
235	0.000187623
236	0.000189472
237	0.00019133
238	0.000193197
239	0.000195073
240	0.00019696
241	0.000198857
242	0.000200766
243	0.000202687
244	0.00020462
